reference_date,target,horizon,target_end_date,value,location,output_type,output_type_id
2026-03-21,wk inc flu hosp,1,2026-03-28,175.16609573364258,AZ,quantile,0.8
2026-03-21,wk inc flu hosp,2,2026-04-04,148.37335319519042,AZ,quantile,0.8
2026-03-21,wk inc flu hosp,3,2026-04-11,124.86488838195801,AZ,quantile,0.8
2026-03-21,wk inc flu hosp,0,2026-03-21,210.86122093200683,AZ,quantile,0.85
2026-03-21,wk inc flu hosp,1,2026-03-28,178.83264923095703,AZ,quantile,0.85
2026-03-21,wk inc flu hosp,2,2026-04-04,154.15967416763306,AZ,quantile,0.85
2026-03-21,wk inc flu hosp,3,2026-04-11,131.08269453048706,AZ,quantile,0.85
2026-03-21,wk inc flu hosp,0,2026-03-21,213.7468318939209,AZ,quantile,0.9
2026-03-21,wk inc flu hosp,1,2026-03-28,185.00654716491698,AZ,quantile,0.9
2026-03-21,wk inc flu hosp,2,2026-04-04,161.75696201324465,AZ,quantile,0.9
2026-03-21,wk inc flu hosp,3,2026-04-11,142.90182819366458,AZ,quantile,0.9
2026-03-21,wk inc flu hosp,0,2026-03-21,222.45608148574829,AZ,quantile,0.95
2026-03-21,wk inc flu hosp,1,2026-03-28,194.2588460922241,AZ,quantile,0.95
2026-03-21,wk inc flu hosp,2,2026-04-04,171.7727844238281,AZ,quantile,0.95
2026-03-21,wk inc flu hosp,3,2026-04-11,152.21249809265134,AZ,quantile,0.95
2026-03-21,wk inc flu hosp,0,2026-03-21,234.6421180915833,AZ,quantile,0.99
2026-03-21,wk inc flu hosp,1,2026-03-28,208.0252266502381,AZ,quantile,0.99
2026-03-21,wk inc flu hosp,2,2026-04-04,195.64930355072022,AZ,quantile,0.99
2026-03-21,wk inc flu hosp,3,2026-04-11,178.16080106735234,AZ,quantile,0.99
2026-03-21,wk inc flu hosp,0,2026-03-21,696.696358795166,CA,quantile,0.01
2026-03-21,wk inc flu hosp,1,2026-03-28,481.2446016311645,CA,quantile,0.01
2026-03-21,wk inc flu hosp,2,2026-04-04,319.404234790802,CA,quantile,0.01
2026-03-21,wk inc flu hosp,3,2026-04-11,207.71405027389528,CA,quantile,0.01
2026-03-21,wk inc flu hosp,0,2026-03-21,707.8073734283447,CA,quantile,0.025
2026-03-21,wk inc flu hosp,1,2026-03-28,489.62892179489137,CA,quantile,0.025
2026-03-21,wk inc flu hosp,2,2026-04-04,330.9781335830688,CA,quantile,0.025
2026-03-21,wk inc flu hosp,3,2026-04-11,220.19967613220214,CA,quantile,0.025
2026-03-21,wk inc flu hosp,0,2026-03-21,728.223310470581,CA,quantile,0.05
2026-03-21,wk inc flu hosp,1,2026-03-28,505.2116500854492,CA,quantile,0.05
2026-03-21,wk inc flu hosp,2,2026-04-04,345.3582685470581,CA,quantile,0.05
2026-03-21,wk inc flu hosp,3,2026-04-11,235.95977087020873,CA,quantile,0.05
2026-03-21,wk inc flu hosp,0,2026-03-21,746.9537132263183,CA,quantile,0.1
2026-03-21,wk inc flu hosp,1,2026-03-28,528.2236259460449,CA,quantile,0.1
2026-03-21,wk inc flu hosp,2,2026-04-04,369.29907341003417,CA,quantile,0.1
2026-03-21,wk inc flu hosp,3,2026-04-11,255.6443187713623,CA,quantile,0.1
2026-03-21,wk inc flu hosp,0,2026-03-21,758.4057098388672,CA,quantile,0.15
2026-03-21,wk inc flu hosp,1,2026-03-28,555.504305267334,CA,quantile,0.15
2026-03-21,wk inc flu hosp,2,2026-04-04,394.18983936309814,CA,quantile,0.15
2026-03-21,wk inc flu hosp,3,2026-04-11,275.9521995544434,CA,quantile,0.15
2026-03-21,wk inc flu hosp,0,2026-03-21,772.0657653808594,CA,quantile,0.2
2026-03-21,wk inc flu hosp,1,2026-03-28,567.3041564941407,CA,quantile,0.2
2026-03-21,wk inc flu hosp,2,2026-04-04,413.2821418762207,CA,quantile,0.2
2026-03-21,wk inc flu hosp,3,2026-04-11,295.3754364013672,CA,quantile,0.2
2026-03-21,wk inc flu hosp,0,2026-03-21,781.9778861999512,CA,quantile,0.25
2026-03-21,wk inc flu hosp,1,2026-03-28,573.5337944030762,CA,quantile,0.25
2026-03-21,wk inc flu hosp,2,2026-04-04,418.6795835494995,CA,quantile,0.25
2026-03-21,wk inc flu hosp,3,2026-04-11,301.994553565979,CA,quantile,0.25
2026-03-21,wk inc flu hosp,0,2026-03-21,787.0762306213379,CA,quantile,0.3
2026-03-21,wk inc flu hosp,1,2026-03-28,578.341423034668,CA,quantile,0.3
2026-03-21,wk inc flu hosp,2,2026-04-04,424.3351085662842,CA,quantile,0.3
2026-03-21,wk inc flu hosp,3,2026-04-11,310.6405246734619,CA,quantile,0.3
2026-03-21,wk inc flu hosp,0,2026-03-21,791.3758556365967,CA,quantile,0.35
2026-03-21,wk inc flu hosp,1,2026-03-28,585.2389087677002,CA,quantile,0.35
2026-03-21,wk inc flu hosp,2,2026-04-04,434.2738552093506,CA,quantile,0.35
2026-03-21,wk inc flu hosp,3,2026-04-11,322.44901580810546,CA,quantile,0.35
2026-03-21,wk inc flu hosp,0,2026-03-21,797.990625,CA,quantile,0.4
2026-03-21,wk inc flu hosp,1,2026-03-28,594.351318359375,CA,quantile,0.4
2026-03-21,wk inc flu hosp,2,2026-04-04,449.5766006469727,CA,quantile,0.4
